CaseYear,OnStreet,Serious_and_Fatal_Injuries
2018,NORTH GOODMAN STREET,0
2018,NORTH GREECE ROAD,0
2018,NORTH HAMLIN ROAD,0
2018,NORTH HUCKLEBERRY WAY,0
2018,NORTH LANDING ROAD,0
2018,NORTH LEMOYN AVENUE,0
2018,NORTH LINCOLN ROAD,0
2018,NORTH MAIN STREET,1
2018,NORTH PARK DRIVE,0
2018,NORTH POINT TRAIL,0
2018,NORTH PLYMOUTH AVENUE,0
2018,NORTH RIVER STREET,0
2018,NORTH SCOTT ALLEY,0
2018,NORTH SHORE DRIVE,0
2018,NORTH UNION STREET,0
2018,NORTH WASHINGTON STREET,0
2018,NORTH WATER STREET,0
2018,NORTH WILMARTH ROAD,0
2018,NORTH WINTON ROAD,0
2018,NADINE DRIVE,1
2018,NAHANT ROAD,0
2018,NAMES ROAD,0
2018,NANDOR DRIVE,0
2018,NANETTE DRIVE,0
2018,NANTUCKET ROAD,0
2018,NAPKINS POINT ROAD,1
2018,NASH STREET,0
2018,NASSAU STREET,0
2018,NATALIE STREET,0
2018,NATHANIEL DRIVE,0
2018,NATHANIEL POOLE TRAIL,0
2018,NAVARRE ROAD,0
2018,NEEDHAM STREET,0
2018,NELLIS PARK,0
2018,NELSON MORTON DRIVE,0
2018,NELSON STREET,0
2018,NEROS RUN,0
2018,NESTER STREET,0
2018,NETHERTON ROAD,0
2018,NETTLECREEK ROAD,0
2018,NEUCHATEL LANE,0
2018,NEVINS ROAD,0
2018,NEW CAMPUS DRIVE,0
2018,NEW HAMPTON PLACE,0
2018,NEW PRINCE LANE,0
2018,NEW ROCHELLE ROAD,0
2018,NEW TUDOR ROAD,0
2018,NEW WICKHAM DRIVE,0
2018,NEW YORK STREET,0
2018,NEW YORK STATE TRWY,0
2018,NEWBERRY LANE,0
2018,NEWBURY STREET,0
2018,NEWCASTLE ROAD,0
2018,NEWCO DRIVE,0
2018,NEWCOMB DRIVE,0
2018,NEWCOMB STREET,0
2018,NEWELL ALLEY,0
2018,NEWFIELD DRIVE,0
2018,NEWMAN PLACE,0
2018,NEWPORT DRIVE,0
2018,NEWPORT ROAD,0
2018,NEWTON DRIVE,0
2018,NEWTON ROAD,0
2018,NIAGARA STREET,0
2018,NICHOLS STREET,0
2018,NICHOLSON STREET,0
2018,NICOLE DRIVE,0
2018,NICOLETTE CIRCLE,0
2018,NIELSON STREET,0
2018,NIGHTFROST LANE,0
2018,NILE DRIVE,0
2018,NINE MILE POINT ROAD,0
2018,NISA LANE,0
2018,NIXON DRIVE,0
2018,NOB HILL,0
2018,NOBLEMAN COURT,0
2018,NOEL DRIVE,0
2018,NORBERT STREET,0
2018,NORBROOK ROAD,0
2018,NORCREST DRIVE,0
2018,NORFOLK DRIVE,0
2018,NORFOLK PLACE,0
2018,NORFOLK STREET,0
2018,NORHILL DRIVE,0
2018,NORIDGE DRIVE,0
2018,NORLANE DRIVE,0
2018,NORMAN HOWARD SCHOOL DRIVE,0
2018,NORMAN ROAD,0
2018,NORMAN STREET,0
2018,NORMANDALE DRIVE,0
2018,NORMANDY AVENUE,0
2018,NORRAN DRIVE,0
2018,NORRIS DRIVE,0
2018,NORTH AVENUE,1
2018,NORTH DRIVE,0
2018,NORTH GREECE ROAD EXTENSION,0
2018,NORTH MADISON PARK,0
2018,NORTH ROAD,1
2018,NORTH STREET,4
2018,NORTH TERRACE,0
2018,NORTHAMPTON CIRCLE,0
2018,NORTHAMPTON STREET,0
2018,NORTHAVEN TERRACE,0
2018,NORTHBRIDGE DRIVE,0
2018,NORTHBROOK WAY,0
2018,NORTHCLIFFE DRIVE,0
2018,NORTHEAST AVENUE,0
2018,NORTHFIELD GATE,0
2018,NORTHFIELD ROAD,0
2018,NORTHGATE MANOR,0
2018,NORTHGATE ROAD,0
2018,NORTHHAVEN TERRACE,0
2018,NORTHLAN AVENUE,0
2018,NORTHLAND AVENUE,1
2018,NORTHLANE DRIVE,0
2018,NORTHMORE AVENUE,0
2018,NORTHRUP ROAD,0
2018,NORTHSTONE RISE,0
2018,NORTHUMBERLAND ROAD,0
2018,NORTHVIEW TERRACE,0
2018,NORTHWIND WAY,0
2018,NORTHWOOD AVENUE,0
2018,NORTHWOOD DRIVE,0
2018,NORTON AVENUE,0
2018,NORTON STREET,7
2018,NORTON VILLAGE LANE,0
2018,NORTON VLG,0
2018,NORWAY DRIVE,0
2018,NORWICH DRIVE,0
2018,NORWOOD AVENUE,0
2018,NORWOOD STREET,0
2018,NORY LANE,0
2018,NOTRE DAME DRIVE,0
2018,NOTTINGHAM DRIVE,0
2018,NOTTINGHAM ROAD,0
2018,NOUVEAU PLACE,0
2018,NOVA LANE,0
2018,NOXIE WAY,0
2018,NUNDA BOULEVARD,0
2018,NURSING HOME DRIVE,0
2018,STATE ROUTE 590,8
2018,NYBY ROAD,0
2018,NYE PARK,0
2018,NYMARK DRIVE,0
2018,OAK HILL COUNTRY CLB,0
2018,OAK LANE,0
2018,OAK LEAF LANE,0
2018,OAK MANOR LANE,0
2018,OAK MEADOW TRAIL,0
2018,OAK MILLS CROSSING,0
2018,OAK STREET,1
2018,OAKBRIAR COURT,0
2018,OAKDALE DRIVE,0
2018,OAKHURST DRIVE,0
2018,OAKLAND STREET,0
2018,OAKLAWN DRIVE,0
2018,OAKMAN STREET,0
2018,OAKMANS STREET,0
2018,OAKMONTE BOULEVARD,0
2018,OAKMOUNT DRIVE,0
2018,OAKRIDGE DRIVE,0
2018,OAKVIEW DRIVE,1
2018,OAKWOOD DRIVE,0
2018,OAKWOOD LANE,0
2018,OAKWOOD ROAD,0
2018,OASIS DRIVE,0
2018,OASIS LANE,0
2018,OATKA AVENUE,0
2018,OATKA CREEK ROAD,0
2018,OATKA ROAD,0
2018,OATKA TRAIL,0
2018,OBERLIN STREET,0
2018,OBRIEN STREET,0
2018,OCONNOR ROAD,0
2018,OFFICE PARK WAY,0
2018,OFFICE PARKWAY,0
2018,OGDEN CENTER ROAD,0
2018,OGDEN PARMA TOWN LINE ROAD,0
2018,OGDEN PARMA TOWNLINE ROAD,0
2018,OHIO STREET,0
2018,OHSTROM PARK,0
2018,OK TERRACE,0
2018,OLD,0
2018,OLD ACRE LANE,0
2018,OLD BARN CIRCLE,0
2018,OLD BEAHAN ROAD,0
2018,OLD BROWNCROFT BOULEVARD,0
2018,OLD COUNTRY LANE,0
2018,OLD COUNTRY ROAD,0
2018,OLD EDGEMERE DRIVE,0
2018,OLD ENGLISH DRIVE,0
2018,OLD FARM CIRCLE,0
2018,OLD FORGE LANE,0
2018,OLD FRENCH ROAD,0
2018,OLD HOJACK LANE,0
2018,OLD LANDMARK DRIVE,0
2018,OLD LYME ROAD,0
2018,OLD MACEDON CENTER ROAD,0
2018,OLD MILL ROAD,0
2018,OLD HILL,0
2018,OLD PENFIELD ROAD,0
2018,OLD PINE LANE,0
2018,OLD POST ROAD,0
2018,OLD SCHOOL,0
2018,OLD SCHOOL ROAD,0
2018,OLD SCOTTSVILLE CHILI ROAD,1
2018,OLD SETTLERS DRIVE,0
2018,OLD STONE LANE,0
2018,OLD VINE DRIVE,0
2018,OLD WELL ROAD,0
2018,OLD AVENUE,0
2018,OLD WHITE LANE,0
2018,OLD WILDER ROAD,0
2018,OLD WINDING LANE,0
2018,OLDE ERIE TRAIL,0
2018,OLDE HARBOUR TRAIL,0
2018,OLDE PRESTWICK WAY,0
2018,OLDE TAVERN CIRCLE,0
2018,OLEAN STREET,0
2018,OLIVER STREET,0
2018,OLIVIA DRIVE,0
2018,OLYMPIA DRIVE,0
2018,OMEGA DRIVE,0
2018,ONEIDA STREET,0
2018,ONETA ROAD,0
2018,ONIEDA STREET,0
2018,ONONDAGA ROAD,0
2018,ONTARIO BOULEVARD,0
2018,ONTARIO SERVICE AREA,0
2018,ONTARIO STREET,0
2018,ONTARIO VIEW STREET,0
2018,ORANGE STREET,0
2018,ORANGE TREE CIRCLE,0
2018,ORCHARD AVENUE,0
2018,ORCHARD CREEK CIRCLE,0
2018,ORCHARD CREEK LANE,0
2018,ORCHARD DRIVE,0
2018,ORCHARD HILLS DRIVE,0
2018,ORCHARD LANE,0
2018,ORCHARD PARK BOULEVARD,0
2018,ORCHARD ROAD,0
2018,ORCHARD STREET,0
2018,ORCHARD VIEW LANE,0
2018,OREGON STREET,0
2018,ORIEOLE STREET,0
2018,ORIOLE STREET,0
2018,ORLAND ROAD,0
2018,ORLANDO STREET,0
2018,ORLEANS STREET,0
2018,ORMOND STREET,0
2018,ORPHEUM STREET,0
2018,OSAGE STREET,0
2018,OSCAR STREET,0
2018,OSPREY DRIVE,0
2018,OTIS STREET,1
2018,OUTLOOK DRIVE,0
2018,OVERBROOK ROAD,0
2018,OVERDALE STREET,0
2018,OVERLAND TRAIL,0
2018,OVERLOOK DRIVE,0
2018,OVERVIEW CIRCLE,0
2018,OWAISSA DRIVE,0
2018,OWEN STREET,0
2018,OWENS ROAD,1
2018,OWENS WAY,0
2018,OXFORD STREET,0
2018,PACER DRIVE,0
2018,PACKARD STREET,0
2018,PACKETS LNDG,0
2018,PACKETTS LANDING,0
2018,PACKETTS LANDING PARK,0
2018,PACKETTS LNDG,0
2018,PADDINGTON DRIVE,0
2018,PADDINGTON PLACE,0
2018,PADDY CREEK CIRCLE,0
2018,PADDY CREEK DRIVE,0
2018,PADDY HILL DRIVE,0
2018,PAGE AVENUE,0
2018,PAIGE STREET,0
2018,PALADINE ROAD,0
2018,PALAMINO DRIVE,0
2018,PALISADE PARK,0
2018,PALISADE PIKE,0
2018,PALISADES PARK,0
2018,PALM DESERT DRIVE,0
2018,PALM STREET,1
2018,PALMER ROAD,0
2018,PALMER STREET,0
2018,PALMERSTON ROAD,0
2018,PALMYRA ROAD,0
2018,PALMYRA STREET,0
2018,PALO ALTO DRIVE,0
2018,PALUMBO DRIVE,0
2018,PAMELA LANE,0
2018,PANARITES LANE,0
2018,PANAVIEW DRIVE,0
2018,PANNELL CIRCLE,0
2018,PANNELL ROAD,0
2018,PANORAMA CREEK DRIVE,0
2018,PANORAMA PLAZA,0
2018,PANORAMA TRAIL,0
2018,PANORAMA TRAIL SOUTH,0
2018,PANORAMA TRAIL WEST,0
2018,PAPERMILL STREET,0
2018,PAPPERT PLACE,0
2018,PARAGON DRIVE,0
2018,PARAMOUNT LANE,0
2018,PARCE AVENUE,0
2018,PARDEE ROAD,0
2018,PARDEE STREET,0
2018,PARISH ROAD,0
2018,PARK ACCESS ROAD,0
2018,PARK AVENUE,0
2018,PARK BLUFF WAY,0
2018,PARK CENTRE DRIVE,0
2018,PARK CIRCLE,0
2018,PARK CIRCLE DRIVE,0
2018,PARK CREEK LANE,0
2018,PARK DRIVE,0
2018,PARK LANE DRIVE,0
2018,PARK MEADOW DRIVE,0
2018,PARK POINT DRIVE,0
2018,PARK POINT PIKE,0
2018,PARK ROAD,0
2018,PARK RIDGE,0
2018,PARK SERVICE ROAD,0
2018,PARK SQ,0
2018,PARK SQUARE LANE,0
2018,PARK STREET,0
2018,PARK VIEW DRIVE,0
2018,PARK VIEW STREET,0
2018,PARKDALE TERRACE,0
2018,PARKEDGE STREET,0
2018,PARKER LANE,0
2018,PARKER STREET,0
2018,PARKERHOUSE ROAD,0
2018,PARKHURST DRIVE,0
2018,PARKING LOT,0
2018,PARKLAND SCHOOL ROAD,0
2018,PARKLAND SQUARE,0
2018,PARKLANDS DRIVE,0
2018,PARKMEADOW DRIVE,0
2018,PARKMERE ROAD,0
2018,PARKSIDE AVENUE,0
2018,PARKSIDE CRESCENT,0
2018,PARKSIDE DRIVE,0
2018,PARKSIDE LANE,0
2018,PARKVIEW DRIVE,0
2018,PARKVIEW MANOR CIRCLE,0
2018,PARKVIEW TERRACE,0
2018,PARKWAY,0
2018,PARKWAY AVENUE,0
2018,PARKWAY DRIVE,0
2018,PARKWAY STREET,0
2018,PARKWAY VW,0
2018,PARKWOOD AVENUE,0
2018,PARKWOOD LANE,0
2018,PARLIAMENT CIRCLE,0
2018,PARMA CENTER ROAD,0
2018,PARMA VIEW DRIVE,0
2018,PARRISH ROAD,0
2018,PARSELLS AVENUE,1
2018,PARSELLS STREET,0
2018,PARTRIDGEBERRY WAY,0
2018,PASADENA DRIVE,0
2018,PATIO DRIVE,0
2018,PATRICKS LANE,0
2018,PATRIOT WAY,0
2018,PATRIOTS LNDG,0
2018,PATT STREET,0
2018,PATTONWOOD DRIVE,0
2018,PAUL ROAD,1
2018,PAUL ROAD SQ,0
2018,PAULA RED LANE,0
2018,PAVILION STREET,0
2018,PAXTON ROAD,0
2018,PAYNE BEACH ROAD,0
2018,PEACEFUL HARBOR LANE,0
2018,PEACEFUL TRAIL,0
2018,PEACH BLOSSOM CIRCLE,0
2018,PEACH BLOSSOM ROAD NORTH,0
2018,PEACH BLOSSOM ROAD SOUTH,0
2018,PEACHTREE ROAD,0
2018,PEAK HILL DRIVE,0
2018,PEAKVIEW DRIVE,0
2018,PEARCE STREET,0
2018,PEARL STREET,0
2018,PEARL STREET WEST,0
2018,PEARLSTONE DRIVE,0
2018,PEARSON LANE,0
2018,PEARSON STREET,0
2018,PEART AVENUE,0
2018,PEARWOOD ROAD,0
2018,PEASE ROAD,0
2018,PEBBLE CREEK LANE,0
2018,PEBBLE HILL ROAD,0
2018,PEBBLEVIEW DRIVE,0
2018,PECK ROAD,0
2018,PECK STREET,0
2018,PECKHAM STREET,0
2018,PELHAM PARK,0
2018,PELHAM ROAD,0
2018,PELICAN HILL LANE,0
2018,PEMBERTON ROAD,0
2018,PEMBROKE STREET,0
2018,PEN CREEK DRIVE,0
2018,PEN WEB PARK,0
2018,PENBROOKE DRIVE,0
2018,PENFIELD CENTER ROAD,0
2018,PENFIELD CRESCENT,0
2018,PENFIELD ROAD,8
2018,PENHURST ROAD,0
2018,PENHURST STREET,0
2018,PENN LANE,0
2018,PENNELS DRIVE,0
2018,PENNSLYVANNIA AVENUE,0
2018,PENNSYLVANIA AVENUE,0
2018,PENNWOOD DRIVE,0
2018,PENNY LANE,0
2018,PENROSE STREET,0
2018,PENVIEW DRIVE,0
2018,PEPPERIDGE DRIVE,0
2018,PEPPERMILL DRIVE,0
2018,PEPPERMINT DRIVE,0
2018,PEPPERWOOD COURT,0
2018,PERCY ROAD,0
2018,PERINTON HILLS MALL,0
2018,PERINTON HILLS OFFICE PARK,0
2018,PERINTON PARKWAY,0
2018,PERINTON STREET,0
2018,PERKINS AVENUE,0
2018,PERKINS GREEN ROAD,0
2018,PERKINS ROAD,1
2018,PERRIGO STREET,0
2018,PERRIN DRIVE,0
2018,PERRIN STREET,0
2018,PERRY HILL ROAD,0
2018,PERRY STREET,0
2018,PERSHING DRIVE,0
2018,PERSHING ROAD,0
2018,PERSIMMON DRIVE,0
2018,PERSISTENCE PATH,0
2018,PESH HOME TRAIL,0
2018,PETERS PLACE,0
2018,PETREL STREET,0
2018,PETRELLA CIRCLE,0
2018,PETROSSI DRIVE,0
2018,PETTEN STREET,0
2018,PETTEN STREET EXTENSION,0
2018,PEWTER ROCK,0
2018,PHELPS AVENUE,0
2018,PHELPS ROAD,0
2018,PHELPS STREET,0
2018,PHILLIPS DRIVE,0
2018,PHILLIPS ROAD,0
2018,PICKERING DRIVE,0
2018,PICKFORD DRIVE,0
2018,PICKWICK DRIVE,0
2018,PICTURE PARKWAY,0
2018,PICTURESQUE DRIVE,0
2018,PIERCE STREET,0
2018,PIERPONT STREET,0
2018,PIKUET DRIVE,0
2018,PILGRIM CIRCLE,0
2018,PIN HOOK LANE,0
2018,PIN OAK LANE,0
2018,PINDLE ALLEY,0
2018,PINE ACRES DRIVE,0
2018,PINE BROOK CIRCLE,0
2018,PINE CREEK LANE,0
2018,PINE GROVE AVENUE,0
2018,PINE HILL ROAD,0
2018,PINE KNOLL DRIVE,0
2018,PINE MEADOW DRIVE,0
2018,PINE NEEDLES DRIVE,0
2018,PINE STREET,0
2018,PINE TRAIL,0
2018,PINE TREE LANE,0
2018,PINE VALLEY DRIVE,0
2018,PINE VALLEY ROAD,0
2018,PINEBRIAR DRIVE,0
2018,PINEBROOK DRIVE,0
2018,PINECREST DRIVE,0
2018,PINEGROVE AVENUE,0
2018,PINEHILL DRIVE,0
2018,PINETUM DRIVE,0
2018,PINEVIEW DRIVE,0
2018,PINEVILLE LANE,0
2018,PINEWILD DRIVE,0
2018,PINEWOOD KNOLL,0
2018,PINEWOOD TRAIL,0
2018,PINNACLE ROAD,2
2018,PINNARD STREET,0
2018,PINON DRIVE,0
2018,PINTO RUN,0
2018,PIONEER STREET,0
2018,PIPERS MEADOW TRAIL,0
2018,PIPING ROCK RUN,0
2018,PITKIN STREET,0
2018,PITTSFORD HENRIETTA TOWN LINE ROAD,0
2018,PITTSFORD MANOR LANE,0
2018,PITTSFORD MENDON CENTER ROAD,1
2018,PITTSFORD MENDON ROAD,0
2018,PITTSFORD PALMYRA ROAD,0
2018,PITTSFORD STREET,0
2018,PITTSFORD VICTOR ROAD,0
2018,PITTSFORD-MENDON CENTER ROAD,0
2018,PITTSFORD-MENDON ROAD,0
2018,PIXLEY INDUSTRIAL PARKWAY,0
2018,PIXLEY ROAD,0
2018,PLACID PLACE,0
2018,PLAINS ROAD,0
2018,PLANET STREET,0
2018,PLANK ROAD,2
2018,PLATT STREET,0
2018,PLAZA CIRCLE,0
2018,PLEASANT STREET,0
2018,PLEASANT WAY,0
2018,PLOVER STREET,0
2018,PLYMOUTH AVENUE NORTH,0
2018,PLYMOUTH AVENUE SOUTH,0
2018,POINT PLEASANT ROAD,0
2018,POINTE VINTAGE DRIVE,0
2018,POLARIS STREET,0
2018,POLLARD AVENUE,0
2018,POMEROY STREET,0
2018,POMONA DRIVE,0
2018,POND BRIDGE WAY,0
2018,POND MEADOW,0
2018,POND ROAD,0
2018,POND VIEW HTS,0
2018,PONDBROOK PT,0
2018,PONTIAC DRIVE,0
2018,PONTIAC STREET,0
2018,PONTY POOL CIRCLE,0
2018,POOL STREET,0
2018,POOLSIDE DRIVE,0
2018,POPLAR DRIVE,0
2018,POPLAR GARDEN LANE,0
2018,POPLAR STREET,0
2018,POPLAR WAY,0
2018,PORTAGE ROAD,0
2018,PORTAGE STREET,0
2018,PORTAGEST,0
2018,PORTLAND AVENUE,4
2018,PORTLAND COURT,0
2018,PORTLAND PARKWAY,0
2018,PORTMEADOW TRAIL,0
2018,PORTSIDE DRIVE,0
2018,PORTSMOUTH TERRACE,0
2018,POST AVENUE,0
2018,POST HILL DRIVE,0
2018,POTOMAC STREET,0
2018,POTTER PLACE,0
2018,POTTER STREET,0
2018,POWDER MILL DRIVE,0
2018,POWERS LANE,0
2018,POWERS STREET,0
2018,PRAIRIE TRAIL,0
2018,PRENTISS WAY,0
2018,PRESERVATION TRAIL,0
2018,PRESQUE STREET,0
2018,PRESTON CIRCLE,0
2018,PRESTWICK LANE,0
2018,PRIDE STREET,0
2018,PRIEM ROAD,0
2018,PRIEM STREET,0
2018,PRIMROSE STREET,0
2018,PRINCE STREET,0
2018,PRINCESS DRIVE,0
2018,PRINCETON LANE,0
2018,PRINCETON PLACE,0
2018,PRINCETON ROAD,0
2018,PRINCETON STREET,0
2018,PRISCILLA STREET,0
2018,PRITCHARD COURT,0
2018,PRIVATE DRIVE,0
2018,PRIVATEERS LANE,0
2018,PRIVET WAY,0
2018,PROBERT STREET,0
2018,PROSPECT STREET,0
2018,PROVIDENCE CIRCLE,0
2018,PROVIDENCE DRIVE,0
2018,PUBLIC MARKET,0
2018,PUBLISHERS PARKWAY,0
2018,PULASKI STREET,0
2018,PULLMAN AVENUE,0
2018,PULLMAN STREET,0
2018,PUMPKIN HILL,0
2018,PURPLE LEAF LANE,0
2018,PUTNAM CIRCLE,0
2018,PUTNAM STREET,0
2018,PUTTING GREEN LANE,0
2018,PUULMAN AVENUE,0
2018,PYRAMID LANE,0
2018,PARK LANE,0
2018,PARKRIDGE DRIVE,0
2018,POND VALLEY CIRCLE,0
2018,QCI DRIVE,0
2018,QUAIL LANE,0
2018,QUAIL RUN DRIVE,0
2018,QUAILBUSH DRIVE,0
2018,QUAKER MEETING HOUSE ROAD,0
2018,QUAKER ROAD,0
2018,QUALTROUGH ROAD,0
2018,QUAMINA DRIVE,0
2018,QUEENS LANE,0
2018,QUEENS STREET,0
2018,QUEENSBERRY LANE,0
2018,QUEENSBORO ROAD,0
2018,QUEENSLAND DRIVE,0
2018,QUEENSWAY ROAD,0
2018,QUENTIN ROAD,0
2018,QUESADA DRIVE,0
2018,QUINBY ROAD,0
2018,QUINCY STREET,0
2018,RACHEL DRIVE,0
2018,RADARICK DRIVE,0
2018,RADIO STREET,0
2018,RAE DRIVE,0
2018,RAEBURN AVENUE,0
2018,RAHWAY LANE,0
2018,RAHWAY ROAD,0
2018,RAILROAD AVENUE,0
2018,RAILROAD MILLS ROAD,0
2018,RAILROAD STREET,0
2018,RAILWAY CROSSING,0
2018,RAINES PARK,0
2018,RAINES PIKE,0
2018,RAINIER STREET,0
2018,RAINTREE LANE,0
2018,RALEIGH STREET,0
2018,RAMBLEWOOD DRIVE,0
2018,RAMO DRIVE,0
2018,RAMONA PARK,0
2018,RAMONA STREET,0
2018,,0
2018,RAMSEY PARK,0
2018,RAMSGATE DRIVE,0
2018,RANCH VILLAGE LANE,0
2018,RANCHOS LANE,0
2018,RAND PLACE,0
2018,RAND STREET,0
2018,RANDOLPH STREET,1
2018,RANDOM WOODS,0
2018,RANGER ROAD,0
2018,RANO STREET,0
2018,RANSFORD AVENUE,0
2018,RAPHAEL DRIVE,1
2018,RASPBERRY PATCH DRIVE,0
2018,RAU STREET,0
2018,RAUBER STREET,0
2018,RAVENS ROAD,0
2018,RAVENWOOD AVENUE,0
2018,RAVINE AVENUE,0
2018,RAWHIDE DRIVE,0
2018,RAWLINGSWOOD PARK,0
2018,RAWLINSON ROAD,0
2018,RAYFIELD CIRCLE,0
2018,RAYMOND DRIVE,0
2018,RAYMOND ROAD,0
2018,RAYMOND STREET,0
2018,RAYNE DRIVE,0
2018,RED APPLE LANE,0
2018,RED BARN CIRCLE,0
2018,RED BUD ROAD,0
2018,RED CREEK DRIVE,0
2018,RED HICKORY DRIVE,0
2018,RED LEAF DRIVE,0
2018,RED LION ROAD,0
2018,RED MAPLE DRIVE,0
2018,RED OAK DRIVE,0
2018,RED OAK LANE,0
2018,RED PLANK WAY,0
2018,RED POST CRESCENT,0
2018,RED ROCK ROAD,0
2018,RED SPRUCE LANE,0
2018,REDCEDAR DRIVE,0
2018,REDDICK LANE,0
2018,REDFERN DRIVE,0
2018,REDFIELD STREET,0
2018,REDMAN ROAD,3
2018,REDWOOD DRIVE,0
2018,REDWOOD ROAD,0
2018,REED PARK,0
2018,REED ROAD,0
2018,REEVES ROAD,0
2018,REGENT STREET,0
2018,REGINA DRIVE,0
2018,REITZ PARKWAY,0
2018,RELIANCE STREET,0
2018,RELLIM BOULEVARD,0
2018,REMINGTON PARKWAY,0
2018,REMINGTON STREET,0
2018,REMMINGTON STREET,0
2018,RENAISSANCE DRIVE,0
2018,RENOUF DRIVE,0
2018,RENSSELAER DRIVE,0
2018,RENWOOD STREET,0
2018,RESENDE ROAD,0
2018,RESERVOIR AVENUE,0
2018,RESERVOIR ROAD,0
2018,RESIDENCE DRIVE,0
2018,RESOLUTE CIRCLE,0
2018,RESOLUTE STREET,0
2018,REST AREA,0
2018,REVELLA STREET,0
2018,REVERE AVENUE,0
2018,REVERE STREET,0
2018,REX LANE,0
2018,REXFORD STREET,0
2018,REYNOLDS AVENUE,0
2018,REYNOLDS DRIVE,0
2018,REYNOLDS ROAD,0
2018,REYNOLDS STREET,1
2018,RHEA CRESCENT,0
2018,RHINECLIFF DRIVE,0
2018,RIALTO STREET,0
2018,RICHARD STREET,0
2018,RICHARDSON ROAD,0
2018,RICHLAND STREET,0
2018,RICHMOND STREET,0
2018,RICHS DUGWAY ROAD,0
2018,RICHSQUIRE DRIVE,0
2018,RIDDLE STREET,0
2018,RIDEGEWAY AVENUE,0
2018,RIDEGWAY AVENUE,0
2018,RIDGE MEADOWS DRIVE,0
2018,RIDGE ROAD,3
2018,RIDGE ROAD EAST,0
2018,RIDGE ROAD WEST,3
2018,RIDGE TERRACE,0
2018,RIDGECREST ROAD,0
2018,RIDGEDALE CIRCLE,0
2018,RIDGEFIELD DRIVE,0
2018,RIDGELAND ROAD,0
2018,RIDGELAWN DRIVE,0
2018,RIDGEMAR ROAD,0
2018,RIDGEMONT DRIVE,0
2018,RIDGEPORT DRIVE,0
2018,RIDGEVIEW CIRCLE,0
2018,RIDGEVIEW DRIVE,0
2018,RIDGEWAY AVENUE,0
2018,RIDGEWAY AVENUE TO STATE ROUTE 390,0
2018,RIDGEWOOD ROAD,0
2018,RIDGWAY AVENUE,0
2018,RIES STREET,0
2018,RIGA MUMFORD ROAD,0
2018,RINGLE STREET,0
2018,RIO GRANDE DRIVE,0
2018,RIPLEY STREET,0
2018,RIPPINGALE ROAD,0
2018,RIPPLEWOOD DRIVE,0
2018,RISING PLACE,0
2018,RITZ STREET,0
2018,RIVER HEIGHTS CIRCLE,0
2018,RIVER MEADOW DRIVE,0
2018,RIVER ROAD,0
2018,RIVER STREET,0
2018,RIVER VIEW HTS,0
2018,RIVERBANK PLACE,0
2018,RIVERFERRY WAY,0
2018,RIVERS RUN,0
2018,RIVERSIDE DRIVE,0
2018,RIVERSIDE STREET,0
2018,RIVERTON WAY,0
2018,RIVERVIEW DRIVE,0
2018,RIVIERA DRIVE,0
2018,ROBBIN CRESCENT,0
2018,ROBERT QUIGLEY DRIVE,0
2018,ROBERT WARFIELD COURT,0
2018,ROBERTO DRIVE,0
2018,ROBERTSON ROAD,0
2018,ROBIN HOOD LANE,0
2018,ROBIN STREET,0
2018,ROBINDALE DRIVE,0
2018,ROBINSON DRIVE,0
2018,ROBY DRIVE,0
2018,ROCHELLE DRIVE,0
2018,ROCHELLE STREET,0
2018,ROCHESTER GENERAL HOSPITAL DRIVE,0
2018,ROCHESTER INNER LOOP HIGHWAY,3
2018,ROCHESTER OUTER LOOP HIGHWAY,0
2018,ROCHESTER PUBLIC MARKET,0
2018,ROCHESTER STREET,0
2018,ROCK BEACH ROAD,0
2018,ROCK CRK,0
2018,ROCKBRIDGE LA,0
2018,ROCKBRIDGE LANE,0
2018,ROCKET STREET,0
2018,ROCKFORD LANE,0
2018,ROCKHURST DRIVE,0
2018,ROCKINGHAM STREET,0
2018,ROCKLAND PARK,0
2018,ROCKVIEW TERRACE,0
2018,ROCKWAY DRIVE,0
2018,ROCKWELL DRIVE,0
2018,ROCKWOOD PLACE,0
2018,ROCKWOOD STREET,0
2018,ROCMAR DRIVE,0
2018,RODENBECK PLACE,0
2018,RODESSA ROAD,0
2018,RODNEY DRIVE,0
2018,RODNEY LANE,0
2018,ROGENE STREET,0
2018,ROGERS AVENUE,0
2018,ROGERS DRIVE,0
2018,ROGERS PARKWAY,0
2018,ROHR STREET,0
2018,ROLINS RUN,0
2018,ROLLING HILL DRIVE,0
2018,ROLLING MEADOW DRIVE,0
2018,ROLLING MEADOWS WAY,0
2018,ROLLING PLAINS,0
2018,ROLLINS CROSSING,0
2018,ROMEYN STREET,0
2018,RONALD CIRCLE,0
2018,RONALD DRIVE,0
2018,RONDO LANE,0
2018,ROOSEVELT HIGHWAY,0
2018,ROOSEVELT HIGHWAY EXTENSION,0
2018,ROOSEVELT ROAD,0
2018,ROOSEVELT STREET,0
2018,ROOT ROAD,0
2018,ROSALIE DRIVE,0
2018,ROSALIND STREET,0
2018,ROSE CIRCLE,0
2018,ROSE DUST DRIVE,0
2018,ROSE ROAD,0
2018,ROSE STREET,0
2018,ROSEBUD TRAIL,0
2018,ROSECROFT DRIVE,0
2018,ROSEDALE STREET,0
2018,ROSEGREY TERRACE,0
